Drug Name,SMILES,logS,Number of Nodes,Number of Edges,Number of Edge Attributes,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,drugbank_id,Drug Type,chembl
VX-745,C1=CC(=C(C(=C1)Cl)C2=C3C=CC(=NN3C=NC2=O)SC4=C(C=C(C=C4)F)F)Cl,0.48513840287539267,28,31,3,1,436.2700000000001,0,4,3,47.260000000000005,DB07138,Drug,
CA 074 METHYL ESTER,CCCNC(=O)C1C(O1)C(=O)NC(C(C)CC)C(=O)N2CCCC2C(=O)OC,-1.6909852877462397,28,29,2,1,397.4720000000002,2,2,9,117.34000000000002,DB07223,Drug,
VELIPARIB,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,-3.4041219018769198,18,20,3,1,244.29800000000003,3,3,2,83.8,DB07232,Drug,
CARBARYL,C1=CC=C2C(=C1)C3=CC=CC=C3N2,-4.827645994035485,13,15,1,2,167.21099999999998,1,3,0,15.79,DB07301,Drug,
4-(2-AMINOETHYL)BENZENESULFONYLFLUORIDE,C1=CC(=CC=C1CCN)S(=O)(=O)F,-6.853583569362627,13,13,3,1,203.23799999999997,1,1,3,60.160000000000004,DB07347,Drug,
BREFELDIN A,CC1CCCC=CC2CC(CC2C(C=CC(=O)O1)O)O,-3.374121385075996,20,21,2,1,280.364,2,2,0,66.76,DB07348,Drug,
APIGENIN,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,-6.004607879987398,20,22,3,1,270.23999999999995,3,3,1,90.9,DB07352,Drug,
FLAVONE,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,-0.7198220226004501,20,22,3,1,270.23999999999995,3,3,1,90.9,DB07352,Drug,
DIENOGEST,CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C=CC34C,0.1766065121803413,21,24,2,1,284.399,0,4,0,34.14,DB07373,Drug,
ANISOMYCIN,CC(=O)OC1C(CNC1CC2=CC=C(C=C2)OC)O,1.6297669727069461,19,20,3,1,265.30899999999997,2,2,4,67.79,DB07374,Drug,
ATRAZINE,CCNC1=NC(=NC(=N1)Cl)NC(C)C,0.9894296059414582,14,14,2,1,215.68800000000002,2,1,4,62.730000000000004,DB07392,Drug,
5-BENZYLACYCLOURIDINE,C1=CC=C(C=C1)CC2=CN(C(=O)NC2=O)COCCO,0.41071248296747065,20,21,3,1,276.292,2,2,6,84.32000000000001,DB07437,Drug,
ALPHA-NAPHTHOFLAVONE,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3,-2.711443382657327,21,24,3,1,272.30299999999994,0,4,1,30.21,DB07453,Drug,
SAXAGLIPTIN,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N,-3.10927818425203,23,27,3,1,315.41700000000003,2,6,2,90.35,DB07465,Drug,
BIPHENYLYLACETIC ACID,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O,0.8164225670025562,16,17,3,1,212.24799999999996,1,2,3,37.3,DB07477,Drug,
OLAPARIB,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O,1.8743410240986087,16,17,3,1,212.24799999999996,1,2,3,37.3,DB07477,Drug,
ACETYLLEUCYL-LEUCYL-NORLEUCINAL,CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C,-4.1607027463884005,27,26,2,1,383.53300000000013,3,0,13,104.37,DB07558,Drug,
DEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,0.5062021746434429,28,31,2,1,392.58000000000015,3,4,4,77.76,DB07690,Drug,
DONEPEZIL,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,-5.15184751420141,28,31,3,1,379.50000000000006,0,4,6,38.769999999999996,DB07701,Drug,
ALOE EMODIN,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,-4.145635115190738,20,22,3,1,270.23999999999995,3,3,0,94.83,DB07715,Drug,
EMODIN,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,-2.5142388058117806,20,22,3,1,270.23999999999995,3,3,0,94.83,DB07715,Drug,
THALIDOMIDE,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,-5.329129049978066,20,22,3,1,270.23999999999995,3,3,0,94.83,DB07715,Drug,
2-TERT-BUTYLHYDROQUINONE,CC(C)(C)C1=C(C=CC(=C1)O)O,0.7866786164597999,12,12,2,1,166.22,2,1,0,40.46,DB07726,Drug,
FERULIC ACID,COC1=C(C=CC(=C1)C=CC(=O)O)O,-0.6413028269975172,14,14,3,1,194.18599999999998,2,1,3,66.76,DB07767,Drug,
TESTOSTERONE,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,-2.9460973300596223,21,24,2,1,288.43100000000004,1,4,0,37.3,DB07768,Drug,
FLAVONE,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,0.8674889513695145,17,19,3,1,222.24299999999997,0,3,1,30.21,DB07776,Drug,
FISETIN,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,-3.222154155305122,21,23,3,1,286.239,4,3,1,111.13000000000001,DB07795,Drug,
GERANYLGERANYL PYROPHOSPHATE,CC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C,-2.797000213031728,29,28,2,1,450.4490000000001,3,0,14,113.29000000000002,DB07841,Drug,
INDOLEACETIC ACID,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,-0.5806962943888081,13,14,3,1,175.18699999999995,2,2,2,53.09,DB07950,Drug,
IMIDACLOPRID,C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl,-4.204633267616542,17,18,3,1,255.665,1,2,3,83.66,DB07980,Drug,
INDICAN,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O,1.8643021478832562,14,15,3,1,213.21399999999997,2,2,2,79.39,DB07992,Drug,
1-(5-ISOQUINOLINESULFONYL)-2-METHYLPIPERAZINE,CC1CNCCN1S(=O)(=O)C2=CC=CC3=C2C=CN=C3,-0.4118661320461836,20,22,3,1,291.37600000000003,1,3,2,62.300000000000004,DB07996,Drug,
WORTMANNIN,CC(=O)OC1CC2(C(CCC2=O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C,-1.0197506626488853,31,35,3,1,428.43700000000024,0,5,3,109.11000000000003,DB08059,Drug,
GSK 3987,COC1=CC=C(C=C1)NC2=C(C(=O)N(C2=O)CC3=CC=CC=C3)C4=CC=CC=C4,-1.676248371144534,29,32,3,1,384.435,1,4,6,58.64,DB08063,Drug,
4-(3-(2-PROPYL-3-HYDROXY-4-ACETYL)PHENOXY)PROPYLOXYPHENOXY ACETIC ACID,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCOC2=CC=C(C=C2)OCC(=O)O,-6.672446797284003,29,30,3,1,402.4430000000001,2,2,12,102.29,DB08078,Drug,
LATRUNCULIN B,CC1CCC2CC(CC(O2)(C3CSC(=O)N3)O)OC(=O)C=C(CCC=C1)C,-2.783653280638241,27,29,2,1,395.5210000000002,2,3,1,84.86000000000001,DB08080,Drug,
FASUDIL,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3,-0.059107813571095846,20,22,3,1,291.37600000000003,1,3,2,62.300000000000004,DB08162,Drug,
METHYLENE BLUE,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2,-5.16461549276893,20,22,3,1,284.40799999999996,0,3,1,19.14,DB08167,Drug,
TOFACITINIB,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,-1.618902315688855,23,25,4,1,312.3770000000001,1,3,3,88.91,DB08183,Drug,
TRICETIN,C1=C(C=C(C(=C1O)O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,-5.3393048628532185,22,24,3,1,302.238,5,3,1,131.35999999999999,DB08230,Drug,
BISPHENOL A,CCCCCCCCCCCCCC(=O)O,-4.0013249255355285,16,15,2,1,228.37599999999995,1,0,12,37.3,DB08231,Drug,
OLEIC ACID,CCCCCCCCCCCCCC(=O)O,-4.5310440717767335,16,15,2,1,228.37599999999995,1,0,12,37.3,DB08231,Drug,
PALMITIC ACID,CCCCCCCCCCCCCC(=O)O,-3.7355755090282994,16,15,2,1,228.37599999999995,1,0,12,37.3,DB08231,Drug,
"4-CYCLOHEXYLMETHOXY-5-NITROSOPYRIMIDINE-2,6-DIAMINE",C1CCC(CC1)COC2=NC(=NC(=C2N=O)N)N,-4.012121240818374,18,19,3,1,251.29,2,2,4,116.47999999999999,DB08312,Drug,
NOCODAZOLE,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3,-1.9199128113791284,21,23,3,1,301.327,2,3,3,84.07999999999998,DB08313,Drug,
"N-(OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)-N,N-DIMETHYLACETAMIDE HYDROCHLORIDE",CN(C)CC(=O)NC1=CC2=C(C=C1)NC(=O)C3=CC=CC=C32,-3.3740902121962084,22,24,3,1,295.34200000000004,2,3,3,65.2,DB08348,Drug,
PHENANTHRENE,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,-5.972209886929751,14,16,1,2,178.23399999999998,0,3,0,0.0,DB08381,Drug,
"2-AMINO-1-METHYL-6-PHENYLIMIDAZO(4,5-B)PYRIDINE",CN1C2=C(N=CC(=C2)C3=CC=CC=C3)N=C1N,-0.8741235094461022,17,19,2,1,224.267,1,3,1,56.730000000000004,DB08398,Drug,
"3,3',4,5'-TETRAHYDROXYSTILBENE",C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,-4.109405368531402,18,19,3,1,244.24599999999998,4,2,2,80.92,DB08399,Drug,
2-METHOXYESTRADIOL,CC12CCC3C(C1CCC2OS(=O)(=O)N)CCC4=CC(=C(C=C34)OC)OS(=O)(=O)N,-4.564128851759998,30,33,3,1,460.57400000000024,2,4,5,148.01000000000002,DB08416,Drug,
"15-DEOXY-DELTA(12,14)-PROSTAGLANDIN J2",CCCCCC=CC=C1C(C=CC1=O)CC=CCCCC(=O)O,0.2720659297807906,23,23,2,1,316.4410000000001,1,1,11,54.370000000000005,DB08435,Drug,
PUROMYCIN,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O,-0.2899539925237491,34,37,3,1,471.5180000000002,4,4,8,160.88,DB08437,Drug,
RESVERATROL,C1=CC(=CC=C1CCC2=CC(=CC(=C2)O)O)O,0.6046256434665915,17,18,2,1,230.263,3,2,3,60.69,DB08466,Drug,
ELLAGIC ACID,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,0.05975722719945864,22,25,3,1,302.19399999999996,4,4,0,141.34,DB08468,Drug,
THIAZOVIVIN,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,0.2640315607454351,22,25,3,1,302.19399999999996,4,4,0,141.34,DB08468,Drug,
ELLAGIC ACID,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,-2.9706294899117998,22,25,3,1,302.19399999999996,4,4,0,141.34,DB08846,Drug,
THIAZOVIVIN,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,-1.8213102545177469,22,25,3,1,302.19399999999996,4,4,0,141.34,DB08846,Drug,
FLUOXETINE,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,-5.314733738734451,22,23,2,1,309.33099999999996,1,2,6,21.259999999999998,DB08472,Drug,
DICHLORORIBOFURANOSYLBENZIMIDAZOLE,C1=C2C(=CC(=C1Cl)Cl)N(C=N2)C3C(C(C(O3)CO)O)O,-2.941547870750129,20,22,2,1,319.14400000000006,3,3,2,87.74000000000001,DB08473,Drug,
FLUOXETINE,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,-4.284106191554354,22,23,2,1,309.33099999999996,1,2,6,21.259999999999998,DB08544,Drug,
SU 5402,CC1=CNC(=C1CCC(=O)O)C=C2C3=CC=CC=C3NC2=O,-5.056611232561007,22,24,3,1,296.326,3,3,4,82.19,DB08577,Drug,
SINAPINIC ACID,COC1=CC(=CC(=C1O)OC)C=CC(=O)O,-5.958535032563413,16,16,3,1,224.212,2,1,4,75.99,DB08587,Drug,
DORSOMORPHIN,C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC=C5)N=C3,-2.0545112581135383,30,34,2,2,399.4980000000001,0,5,6,55.550000000000004,DB08597,Drug,
TOSYLLYSINE CHLOROMETHYL KETONE,CC1=CC=C(C=C1)S(=O)(=O)NC(CCCCN)C(=O)CCl,-0.4777138925627211,21,21,3,1,332.85300000000007,2,1,9,89.25999999999999,DB08603,Drug,
TRICLOSAN,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,-1.4652289816330732,17,18,2,1,289.54499999999996,1,2,2,29.46,DB08604,Drug,
TROGLITAZONE,CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C,1.8716438298239595,31,34,3,1,441.54900000000015,2,4,5,84.86,DB08607,Drug,
OBETICHOLIC ACID,CC1=CC(=C(C(=C1)C)NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C,-3.5801191571543693,25,27,3,1,329.4070000000001,2,3,4,73.63,DB08639,Drug,
UBIQUINONE,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)C,0.5215813702519085,18,18,2,1,250.29399999999995,0,1,4,52.60000000000001,DB08689,Drug,
UBIQUINONE,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)C,-6.313590900959036,23,23,2,1,318.41300000000007,0,1,7,52.60000000000001,DB08690,Drug,
Y 27632,CC(C1CCC(CC1)C(=O)NC2=CC=NC=C2)N,-6.528554796946719,18,19,3,1,247.34200000000004,2,2,3,68.01,DB08756,Drug,
ZM 241385,C1=COC(=C1)C2=NN3C(=NC(=NC3=N2)NCCC4=CC=C(C=C4)O)N,-2.7416311548515893,25,28,2,1,337.343,3,4,5,127.39,DB08770,Drug,
ZOPOLRESTAT,C1=CC=C2C(=C1)C(=NN(C2=O)CC3=NC4=C(S3)C=CC(=C4)C(F)(F)F)CC(=O)O,-3.9722020246694276,29,32,3,1,419.38400000000007,1,4,4,85.08,DB08772,Drug,
NANDROLONE,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C,-3.2484343397548456,31,34,2,1,428.65700000000027,0,4,9,43.370000000000005,DB08804,Drug,
NANDROLONE DECANOATE,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C,-6.507162093772947,31,34,2,1,428.65700000000027,0,4,9,43.370000000000005,DB08804,Drug,
DICHLOROACETIC ACID,C(C(=O)O)(Cl)Cl,-5.256034547032401,6,5,2,1,128.942,1,0,1,37.3,DB08809,Drug,
DEFERIPRONE,CC1=C(C(=O)C=CN1C)O,-4.7997932585445495,10,10,3,1,139.154,1,1,0,42.230000000000004,DB08826,Drug,
HHANTAG691,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,-0.1454233758604433,27,29,3,1,421.30500000000006,1,3,4,76.13,DB08828,Drug,
TEA,CC[N+](CC)(CC)CC,-0.30462704200085877,9,8,1,1,130.255,0,0,4,0.0,DB08837,Drug,
AGMATINE,C(CCN=C(N)N)CN,-2.6787730091995066,9,8,2,1,130.195,3,0,4,90.41999999999999,DB08838,Drug,
PITAVASTATIN,C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)O)O)O)C4=CC=C(C=C4)F,0.38331862575103504,31,34,3,1,421.4680000000001,3,4,8,90.65,DB08860,Drug,
INCB018424,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,0.9590107790183797,23,26,3,1,306.37300000000005,1,4,4,83.17999999999999,DB08877,Drug,
VEMURAFENIB,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,-1.8252890250051959,33,36,3,1,489.9310000000001,2,4,7,91.92,DB08881,Drug,
LINAGLIPTIN,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,-0.9144294549827601,35,39,4,1,472.5530000000002,1,5,4,116.85999999999999,DB08882,Drug,
EICOSAPENTAENOIC ACID,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC,-4.935664488975259,24,23,2,1,330.5120000000001,0,0,14,26.3,DB08887,Drug,
EICOSAPENTAENOIC ACID ETHYL ESTER,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC,-4.668953725536546,24,23,2,1,330.5120000000001,0,0,14,26.3,DB08887,Drug,
CARFILZOMIB,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,-3.1937025266375514,52,55,3,1,719.924,4,4,20,158.47,DB08889,Drug,
MDV 3100,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,0.2613201584181848,32,34,4,1,464.44400000000013,1,3,3,76.44,DB08899,Drug,
POMALIDOMIDE,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,0.17324022812823792,20,22,3,1,273.248,2,3,1,109.57000000000001,DB08910,Drug,
TRAMETINIB,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,-3.62048676540455,37,41,3,1,615.403,2,5,5,107.13,DB08911,Drug,
DABRAFENIB,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,-6.037966244691676,35,38,3,1,519.5740000000002,2,4,5,110.85999999999999,DB08912,Drug,
LULICONAZOLE,C1C(SC(=C(C#N)N2C=CN=C2)S1)C3=C(C=C(C=C3)Cl)Cl,-0.3834400335515342,21,23,4,1,354.28700000000003,0,3,2,41.61,DB08933,Drug,
IOHEXOL,CC(C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O,-4.53264583204286,31,31,3,1,777.0880000000001,8,1,10,188.45,DB08947,Drug,
IOPAMIDOL,CC(C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O,1.5697894296275763,31,31,3,1,777.0880000000001,8,1,10,188.45,DB08947,Drug,
ACETYL COENZYME A,CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O,-6.761197012423941,20,21,2,1,270.37199999999996,2,2,5,40.46,DB08959,Drug,
ENNIATINS,CC(C)C1C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N1C)C(C)C)C(C)C)C)C(C)C)C(C)C)C)C(C)C,-2.4130881516306726,45,45,2,1,639.8310000000001,0,1,6,139.83000000000004,DB08965,Drug,
FLUMEQUINE,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,-2.2195691614937347,19,21,3,1,261.25199999999995,1,3,1,59.3,DB08972,Drug,
SRT1720,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC,-1.525459148409258,17,18,2,1,234.25900000000001,0,2,3,62.06,DB08991,Drug,
DIOSMIN,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,-4.90148581064701,43,47,3,1,608.5490000000007,8,5,7,238.19999999999996,DB08995,Drug,
CYTISINE,C1C2CNCC1C3=CC=CC(=O)N3C2,-1.742120897143736,14,16,3,1,190.24599999999995,1,3,0,34.03,DB09028,Drug,
GOSERELIN,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6.CC(=O)O,-6.2026333491378205,95,99,3,1,1329.4850000000004,18,6,31,533.1899999999999,DB00014,Drug,
CETRORELIX,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CCCNC(=O)N)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CN=CC=C3)NC(=O)C(CC4=CC=C(C=C4)Cl)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)NC(=O)C.CC(=O)O,-6.688009449265292,106,110,3,1,1491.1159999999995,17,6,38,535.4699999999998,DB00050,Drug,
OCTREOTIDE,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O.CC(=O)O,-1.3110252831718947,75,78,3,1,1079.313,14,5,17,369.52000000000004,DB00104,Drug,
S-ADENOSYLMETHIONINE,C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,-4.663643178195126,27,29,3,1,398.4450000000001,4,3,7,185.45999999999998,DB00118,Drug,
S-ADENOSYLMETHIONINE,C[S+](CCC(C(=O)O)N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.[Cl-],1.0479480275655249,28,29,3,0,434.9060000000002,5,3,7,182.62999999999997,DB00118,Drug,
ASPARTAME,C1=CC=C(C=C1)CC(C(=O)O)N,-1.9778495922757635,12,12,3,1,165.19199999999998,2,1,3,63.31999999999999,DB02556,Drug,
CHOLINE,C[N+](C)(C)CCO,1.375311111395071,7,6,1,1,104.17299999999999,1,0,2,20.23,DB01303,Drug,
CHOLINE,C[N+](C)(C)CCO,1.6689924896818997,7,6,1,1,104.17299999999999,1,0,2,20.23,DB01401,Drug,
GLATIRAMER ACETATE,C(CCN)CC(C(=O)O)N,-6.9973883422217575,10,9,2,1,146.19,3,0,5,89.34,DB00123,Drug,
GLATIRAMER ACETATE,C(CCN)CC(C(=O)O)N,-3.3247327530962703,10,9,2,1,146.19,3,0,5,89.34,DB00895,Drug,
GLATIRAMER ACETATE,C(CCN)CC(C(=O)O)N,1.858011347537273,10,9,2,1,146.19,3,0,5,89.34,DB03252,Drug,
"1,25-DIHYDROXYVITAMIN D",CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,-5.573262489423682,30,32,2,1,416.6460000000002,3,3,6,60.69,DB05314,Drug,
CALCITRIOL,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,-2.774714721628561,30,32,2,1,416.6460000000002,3,3,6,60.69,DB05314,Drug,
CHOLECALCIFEROL,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,-3.3744776018491627,30,32,2,1,416.6460000000002,3,3,6,60.69,DB05314,Drug,
LUTEOLIN,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,-2.569181239249919,30,32,2,1,416.6460000000002,3,3,6,60.69,DB05314,Drug,
FIDARESTAT,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)O)C)C)C,0.238255838624716,42,43,2,1,568.8860000000002,2,2,10,40.46,DB00137,Drug,
FUMARIC ACID,C(CC(=O)O)C(=O)O,-1.3943989747393255,8,7,2,1,118.08799999999998,2,0,3,74.6,DB01591,Drug,
MALEIC ACID,C(CC(=O)O)C(=O)O,0.31887092618759016,8,7,2,1,118.08799999999998,2,0,3,74.6,DB01591,Drug,
ADENINE,C(C(=O)O)N,-4.466845937460067,5,4,2,1,75.06700000000001,2,0,1,63.31999999999999,DB01375,Drug,
GLYCINE,C(C(=O)O)N,-5.321640594773954,5,4,2,1,75.06700000000001,2,0,1,63.31999999999999,DB01375,Drug,
CYSTEINE,C(C(C(=O)O)N)S,1.091263251842875,7,6,2,1,121.16099999999999,3,0,2,63.31999999999999,DB02750,Drug,
ACETYLCYSTEINE,C(C(C(=O)O)N)S,-0.25342101278872864,7,6,2,1,121.16099999999999,3,0,2,63.31999999999999,DB02750,Drug,
CARBOCYSTEINE,C(C(C(=O)O)N)S,-3.1633654472907007,7,6,2,1,121.16099999999999,3,0,2,63.31999999999999,DB02750,Drug,
FOLIC ACID,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,-3.4764100292807165,32,34,3,1,441.40400000000017,6,3,9,213.28,DB00158,Drug,
LANSOPRAZOLE,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,0.0359531549576122,32,34,3,1,441.40400000000017,6,3,9,213.28,DB00158,Drug,
ADENOSINE TRIPHOSPHATE,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,-3.3042889862078173,31,33,3,1,507.18200000000013,7,3,8,279.12999999999994,DB00171,Drug,
ADENOSINE TRIPHOSPHATE,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N,-6.547520052231546,31,33,3,1,503.1500000000002,3,3,8,290.45,DB00171,Drug,
PRAVASTATIN,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)[O-])O)O)O.[Na+],-1.3301421590155504,31,31,2,0,446.51600000000025,3,2,10,127.12000000000002,DB00175,Drug,
PRAVASTATIN,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)[O-])O)O)O,-6.575140070751219,30,31,2,1,423.52600000000024,3,2,10,127.12000000000002,DB00175,Drug,
BUTYLATED HYDROXYANISOLE,CN1CCCC1C2=CN=CC=C2,1.691750917001679,12,13,2,1,162.23600000000002,0,2,1,16.130000000000003,DB00184,Drug,
WATER,O,0.2348002094045416,1,0,0,0,18.015,0,0,0,31.5,DB00190,Drug,
WATER,O,-0.48413645337760336,1,0,0,0,18.015,0,0,0,31.5,DB00200,Drug,
WATER,O,-3.2363644327715577,1,0,0,0,18.015,0,0,0,31.5,DB00225,Drug,
WATER,O,-6.441491916054516,1,0,0,0,18.015,0,0,0,31.5,DB00364,Drug,
WATER,O,-2.4176059216494297,1,0,0,0,18.015,0,0,0,31.5,DB00516,Drug,
WATER,O,-2.300594324564833,1,0,0,0,18.015,0,0,0,31.5,DB01294,Drug,
